quote,author,tags
"whether you think you can, or you think you can't--you're right.",Henry Ford,[]
"the loneliest moment in someoneâ€™s life is when they are watching their whole world fall apart, and all they can do is stare blankly.",F. Scott Fitzgerald,[]
"it is hard enough to remember my opinions, without also remembering my reasons for them!",Friedrich Nietzsche,[]
"why did you do all this for me?' he asked. 'i don't deserve it. i've never done anything for you.' 'you have been my friend,' replied charlotte. 'that in itself is a tremendous thing.","E.B. White,",[]
"there is nothing either good or bad, but thinking makes it so.","William Shakespear,",[]
fantasy is hardly an escape from reality. it's a way of understanding it.,Lloyd Alexander,[]
"the world is indeed full of peril, and in it there are many dark places; but still there is much that is fair, and though in all lands love is now mingled with grief, it grows perhaps the greater.","J.R.R. Tolkien,",[]
"two people in love, alone, isolated from the world, that's beautiful.",Milan Kundera,[]
i want to stand as close to the edge as i can without going over. out on the edge you see all kinds of things you can't see from the center.,"Kurt Vonnegut,",[]
books so special and rare and yours that advertising your affection feels like a betrayal.,"John Green,",[]
"i did not attend his funeral, but i sent a nice letter saying i approved of it.",Mark Twain,[]
"here's all you have to know about men and women: women are crazy, men are stupid. and the main reason women are crazy is that men are stupid.","George Carlin,",[]
"you don't love someone for their looks, or their clothes, or for their fancy car, but because they sing a song only you can hear.",oscar wilde,[]
where is human nature so weak as in the bookstore?,Henry Ward Beecherr,[]
"well, iâ€™m not kissing the mundane,"" said jace. ""iâ€™d rather stay down here and rot.""""forever?"" said simon. ""foreverâ€™s an awfully long time.""jace raised his eyebrows. ""i knew it,"" he said. ""you want to kiss me, donâ€™t you?","Cassandra Clare,",[]
"the best index to a person's character is how he treats people who can't do him any good, and how he treats people who can't fight back.",Abigail Van Buren,[]
all happy families are alike; each unhappy family is unhappy in its own way.,"Leo Tolstoy  ,",[]
think before you speak. read before you think.,"Fran Lebowitz,",[]
i cannot live without books.,Thomas Jefferson,[]
"and by the way, everything in life is writable about if you have the outgoing guts to do it, and the imagination to improvise. the worst enemy to creativity is self-doubt.","Sylvia Plath,",[]
"it is a truth universally acknowledged, that a single man in possession of a good fortune, must be in want of a wife.","Jane Austen,",[]
"if at first you don't succeed, try, try again. then quit. no use being a damn fool about it.",W.C. Fields,[]
"this above all: to thine own self be true, and it must follow, as the night the day, thou canst not then be false to any man.","William Shakespeare,",[]
i have loved the stars too fondly to be fearful of the night.,Sarah   Williams,[]
god created war so that americans would learn geography.,Mark Twain,[]
hell is empty and all the devils are here.,"William Shakespeare,",[]
waiting is painful. forgetting is painful. but not knowing which to do is the worst kind of suffering.,"Paulo Coelho,",[]
the wound is the place where the light enters you.,Rumi,[]
"courage is the most important of all the virtues because without courage, you can't practice any other virtue consistently.",Maya Angelou,[]
"not everything is about you,"" clary said furiously.""possibly,"" jace said, ""but you do have to admit that the majority of things are.","Cassandra Clare,",[]
i can't imagine a man really enjoying a book and reading it only once.,C.S. Lewis,[]
what is a friend? a single soul dwelling in two bodies.,Aristotle,[]
"i am a man"" he told her, ""and men do not consume pink beverages. get thee gone woman, and bring me something brown.","Cassandra Clare,",[]
the most important thing is to enjoy your lifeâ€”to be happyâ€”it's all that matters.,Audrey Hepburn,[]
"for the two of us, home isn't a place. it is a person. and we are finally home.","Stephanie Perkins,",[]
"do not go where the path may lead, go instead where there is no path and leave a trail.",Ralph Waldo Emerson,[]
"for you, a thousand times over","Khaled Hosseini,",[]
accept who you are. unless you're a serial killer.,"Ellen DeGeneres,",[]
the most courageous act is still to think for yourself. aloud.,Coco Chanel,[]
never let your sense of morals prevent you from doing what is right.,"Isaac Asimov,",[]
"what the hell is that?"" i laughed.""it's my fox hat.""""your fox hat?""""yeah, pudge. my fox hat.""""why are you wearing your fox hat?"" i asked.""because no one can catch the motherfucking fox.","John Green,",[]
"people aren't either wicked or noble. they're like chef's salads, with good things and bad things chopped and mixed together in a vinaigrette of confusion and conflict.","Lemony Snicket,",[]
"is this the part where you say if i hurt her, you'll kill me?""""no"" simon said, ""if you hurt clary she's quite capable of killing you herself. possibly with a variety of weapons.","Cassandra Clare,",[]
"i can be changed by what happens to me. but i refuse to be reduced by it.(popular misquote of ""you may not control all the events that happen to you, but you can decide not to be reduced by them."")","Maya Angelou,",[]
"whoever fights monsters should see to it that in the process he does not become a monster. and if you gaze long enough into an abyss, the abyss will gaze back into you.",Friedrich Nietzsche,[]
i generally avoid temptation unless i can't resist it.,Mae West,[]
"they didnâ€™t agree on much. in fact, they didnâ€™t agree on anything. they fought all the time and challenged each other ever day. but despite their differences, they had one important thing in common. they were crazy about each other.","Nicholas Sparks,",[]
"love is so short, forgetting is so long.","Pablo Neruda,",[]
books are mirrors: you only see in them what you already have inside you.,"Carlos Ruiz ZafÃ³n,",[]
"if all else perished, and he remained, i should still continue to be; and if all else remained, and he were annihilated, the universe would turn to a mighty stranger.","Emily Jane BrontÃ« ,",[]
"not my daughter, you bitch!","J.K. Rowling,",[]
"bran thought about it. 'can a man still be brave if he's afraid?''that is the only time a man can be brave,' his father told him.","George R.R. Martin,",[]
"take responsibility of your own happiness, never put it in other peopleâ€™s hands.","Roy T. Bennett,",[]
you never have to change anything you got up in the middle of the night to write.,Saul Bellow,[]
"all little girls should be told they are pretty, even if they aren't.",Marilyn Monroe,[]
good books don't give up all their secrets at once.,Stephen King,[]
"if you can't fly then run, if you can't run then walk, if you can't walk then crawl, but whatever you do you have to keep moving forward.",Martin Luther King Jr.,[]
it's not true that i had nothing on. i had the radio on.,Marilyn Monroe,[]
the very essence of romance is uncertainty.,"Oscar Wilde,",[]
"you could have had anything else in the world, and you asked for me.""she smiled up at him. filthy as he was, covered in blood and dirt, he was the most beautiful thing she'd ever seen.""but i don't want anything else in the world.","Cassandra Clare,",[]
the unexamined life is not worth living.,Socrates,[]
"so please, oh please, we beg, we pray,go throw your tv set away,and in its place you can installa lovely bookshelf on the wall.then fill the shelves with lots of books.","Roald Dahl,",[]
"my experience of life is that it is not divided up into genres; itâ€™s a horrifying, romantic, tragic, comical, science-fiction cowboy detective novel. you know, with a bit of pornography if you're lucky.",Alan Moore,[]
it is not in the stars to hold our destiny but in ourselves.,William Shakespeare,[]
everything in the world is about sex except sex. sex is about power.,Oscar Wilde,[]
either write something worth reading or do something worth writing.,Benjamin Franklin,[]
"if you remember me, then i don't care if everyone else forgets.","Haruki Murakami,",[]
"you said you were going for a walk!? what kind of walk takes six hours?""""a long one?","Cassandra Clare,",[]
try not to become a man of success. rather become a man of value.,Albert Einstein,[]
be the reason someone smiles. be the reason someone feels loved and believes in the goodness in people.,"Roy T. Bennett,",[]
there is always some madness in love. but there is also always some reason in madness.,Friedrich Nietzsche,[]
happiness is a warm puppy.,Charles M. Schulz,[]
"i didn't want to wake up. i was having a much better time asleep. and that's really sad. it was almost like a reverse nightmare, like when you wake up from a nightmare you're so relieved. i woke up into a nightmare.","Ned Vizzini,",[]
"man is least himself when he talks in his own person. give him a mask, and he will tell you the truth.",Oscar Wilde,[]
books may well be the only true magic.,Alice Hoffman,[]
i love to see a young girl go out and grab the world by the lapels. life's a bitch. you've got to go out and kick ass.,maya angelou,[]
"i was gratified to be able to answer promptly, and i did. i said i didnâ€™t know.",Mark Twain,[]
never allow someone to be your priority while allowing yourself to be their option.,Mark Twain,[]
turn your wounds into wisdom.,Oprah Winfrey,[]
"no tears in the writer, no tears in the reader. no surprise in the writer, no surprise in the reader.",Robert Frost,[]
nobody realizes that some people expend tremendous energy merely to be normal.,Albert Camus,[]
"don't ever tell anybody anything. if you do, you start missing everybody.",J. D. Salinger,[]
"respect other people's feelings. it might mean nothing to you, but it could mean everything to them.",Roy T. Bennett,[]
"remember when you tried to convince me to feed a poultry pie to the mallards in the park to see if you could breed a race of cannibal ducks?"" ""they ate it too,"" will reminisced. ""bloodthirsty little beasts. never trust a duck.","Cassandra Clare,",[]
"we are all different. donâ€™t judge, understand instead.","Roy T. Bennett,",[]
two possibilities exist: either we are alone in the universe or we are not. both are equally terrifying.,Arthur C. Clarke,[]
"when you have eliminated all which is impossible, then whatever remains, however improbable, must be the truth.","Arthur Conan Doyle,",[]
"men occasionally stumble over the truth, but most of them pick themselves up and hurry off as if nothing had happened.",Winston S. Churchill,[]
"many people, myself among them, feel better at the mere sight of a book.","Jane Smiley,",[]
deserves it! i daresay he does. many that live deserve death. and some that die deserve life. can you give it to them? then do not be too eager to deal out death in judgement. for even the very wise cannot see all ends.,"J.R.R. Tolkien,",[]
"i don't know the question, but sex is definitely the answer.",Woody Allen,[]
you cannot protect yourself from sadness without protecting yourself from happiness.,Jonathan Safran Foer,[]
be mindful. be grateful. be positive. be true. be kind.,"Roy T. Bennett,",[]
"fantasy is a necessary ingredient in living, it's a way of looking at life through the wrong end of a telescope.",Dr. Seuss,[]
"above all, be the heroine of your life, not the victim.",Nora Ephron,[]
there comes a time when the world gets quiet and the only thing left is your own heart. so you'd better learn the sound of it. otherwise you'll never understand what it's saying.,"Sarah Dessen,",[]
"all animals are equal, but some animals are more equal than others.","George Orwell,",[]
why fit in when you were born to stand out?,Dr. Seuss,[]
"kiss me, and you will see how important i am.","Sylvia Plath,",[]
war is peace. freedom is slavery. ignorance is strength.,"George Orwell,",[]
"you're still trying to protect me. real or not real,"" he whispers.""real,"" i answer. ""because that's what you and i do, protect each other.","Suzanne Collins,",[]
there are worse crimes than burning books. one of them is not reading them.,Joseph Brodsky,[]
that's the thing about books. they let you travel without moving your feet.,"Jhumpa Lahiri,",[]
"accept yourself, love yourself, and keep moving forward. if you want to fly, you have to give up what weighs you down.","Roy T. Bennett,",[]
whatever it is you're seeking won't come in the form you're expecting.,Haruki Marukami,[]
what matters in life is not what happens to you but what you remember and how you remember it.,Gabriel Garcia Marquez,[]
"it is said that your life flashes before your eyes just before you die. that is true, it's called life.","Terry Pratchett,",[]
"to douchebags!"" he said, gesturing to brad. ""and to girls that break your heart,"" he bowed his head to me. his eyes lost focus. ""and to the absolute fucking horror of losing your best friend because you were stupid enough to fall in love with her.","Jamie McGuire,",[]
"i am very interested and fascinated how everyone loves each other, but no one really likes each other.","Stephen Chbosky,",[]
"everyone should be able to do one card trick, tell two jokes, and recite three poems, in case they are ever trapped in an elevator.","Lemony Snicket,",[]
remember: the time you feel lonely is the time you most need to be by yourself. life's cruelest irony.,"Douglas Coupland,",[]
you must stay drunk on writing so reality cannot destroy you.,"Ray Bradbury,",[]
"it may be unfair, but what happens in a few days, sometimes even a single day, can change the course of a whole lifetime...","Khaled Hosseini,",[]
"the simple things are also the most extraordinary things, and only the wise can see them.","Paulo Coelho,",[]
"painting is poetry that is seen rather than felt, and poetry is painting that is felt rather than seen.",Leonardo da Vinci,[]
if you're looking for sympathy you'll find it between shit and syphilis in the dictionary.,"David Sedaris,",[]
"life is too short to waste your time on people who donâ€™t respect, appreciate, and value you.","Roy T. Bennett,",[]
i have great faith in fools - self-confidence my friends will call it.,"Edgar Allan Poe,",[]
"i have found the paradox, that if you love until it hurts, there can be no more hurt, only more love.","Daphne Rae,",[]
"that does it,"" said jace. ""i'm going to get you a dictionary for christmas this year.""""why?"" isabelle said.""so you can look up 'fun.' i'm not sure you know what it means.","Cassandra Clare,",[]
you must have chaos within you to give birth to a dancing star.,Friedrich Nietzsche,[]
i don't go looking for trouble. trouble usually finds me.,"Katie McGarry,",[]
to be nobody but yourself in a world which is doing its best day and night to make you like everybody else means to fight the hardest battle which any human being can fight and never stop fighting.,E.E. Cummings,[]
"that is part of the beauty of all literature. you discover that your longings are universal longings, that you're not lonely and isolated from anyone. you belong.",F. Scott Fitzgerald,[]
they love their hair because they're not smart enough to love something more interesting.,"John Green,",[]
beneath the makeup and behind the smile i am just a girl who wishes for the world.,Marilyn Monroe,[]
"some tourists think amsterdam is a city of sin, but in truth it is a city of freedom. and in freedom, most people find sin.","John Green,",[]
"you have your way. i have my way. as for the right way, the correct way, and the only way, it does not exist.",Friedrich Wilhelm Nietzsche,[]
"as usual, there is a great woman behind every idiot.",John Lennon,[]
"what happens when people open their hearts?""""they get better.","Haruki Murakami,",[]
"i have never listened to anyone who criticized my taste in space travel, sideshows or gorillas. when this occurs, i pack up my dinosaurs and leave the room.","Ray Bradbury,",[]
prayer is not asking. it is a longing of the soul. it is daily admission of one's weakness. it is better in prayer to have a heart without words than words without a heart.,Mahatma Gandhi,[]
"books are my friends, my companions. they make me laugh and cry and find meaning in life.","Christopher Paolini,",[]
"man may have discovered fire, but women discovered how to play with it.","Candace Bushnell,",[]
"i cannot fix on the hour, or the spot, or the look or the words, which laid the foundation. it is too long ago. i was in the middle before i knew that i had begun.","Jane Austen,",[]
education is the most powerful weapon which you can use to change the world.,Nelson Mandela,[]
being crazy isn't enough.,Dr. Seuss,[]
"one day, in retrospect, the years of struggle will strike you as the most beautiful.",Sigmund Freud,[]
"if you have a garden and a library, you have everything you need.",Cicero,[]
"life is pain, highness. anyone who says differently is selling something.","William Goldman,",[]
"if you are going through hell, keep going.",Winston S. Churchill,[]
"should i kill myself, or have a cup of coffee?",Albert Camus,[]
"love doesn't just sit there, like a stone, it has to be made, like bread; remade all the time, made new.","Ursula K. Le Guin,",[]
"i would have come for you. and if i couldn't walk, i'd crawl to you, and no matter how broken we were, we'd fight our way out together-knives drawn, pistols blazing. because that's what we do. we never stop fighting.","Leigh Bardugo,",[]
i lie to myself all the time. but i never believe me.,"S.E. Hinton,",[]
"but who prays for satan? who, in eighteen centuries, has had the common humanity to pray for the one sinner that needed it most?",Mark Twain,[]
time flies like an arrow; fruit flies like a banana.,Anthony G. Oettinger,[]
percy wouldn't notice a joke if it danced naked in front of him wearing one of dobby's hats.,"J.K. Rowling,",[]
"never be afraid to raise your voice for honesty and truth and compassion against injustice and lying and greed. if people all over the world...would do this, it would change the earth.",William Faulkner,[]
"books are like mirrors: if a fool looks in, you cannot expect a genius to look out.",J.K. Rowling,[]
nothing of me is original. i am the combined effort of everyone i've ever known.,"Chuck Palahniuk,",[]
the difference between the almost right word and the right word is really a large matter. â€™tis the difference between the lightning bug and the lightning.,"Mark Twain,",[]
"i like your christ, i do not like your christians. your christians are so unlike your christ.",Mahatma Gandhi,[]
"i think god, in creating man, somewhat overestimated his ability.",Oscar Wilde,[]
"what i want is to be needed. what i need is to be indispensable to somebody. who i need is somebody that will eat up all my free time, my ego, my attention. somebody addicted to me. a mutual addiction.","Chuck Palahniuk,",[]
"reading was my escape and my comfort, my consolation, my stimulant of choice: reading for the pure pleasure of it, for the beautiful stillness that surrounds you when you hear an author's words reverberating in your head.","Paul Auster,",[]
stories of imagination tend to upset those without one.,Terry Pratchett,[]
it isn't what you have or who you are or where you are or what you are doing that makes you happy or unhappy. it is what you think about it.,"Dale Carnegie,",[]
a girl should be two things: classy and fabulous.,Coco Chanel,[]
"what i need is the dandelion in the spring. the bright yellow that means rebirth instead of destruction. the promise that life can go on, no matter how bad our losses. that it can be good again.","Suzanne Collins,",[]
"i love people who make me laugh. i honestly think it's the thing i like most, to laugh. it cures a multitude of ills. it's probably the most important thing in a person.",Audrey Hepburn,[]
"when a man gives his opinion, he's a man. when a woman gives her opinion, she's a bitch.",Bette Davis,[]
"my daddy said, that the first time you fall in love, it changes you forever and no matter how hard you try, that feeling just never goes away.","Nicholas Sparks,",[]
"i don't trust people who don't love themselves and tell me, 'i love you.' ... there is an african saying which is: be careful when a naked person offers you a shirt.",Maya Angelou,[]
every child is an artist. the problem is how to remain an artist once he grows up.,Pablo Picasso,[]
deadlines just aren't real to me until i'm staring one in the face.,"Rick Riordan,",[]
"love does not consist of gazing at each other, but in looking outward together in the same direction.","Antoine de Saint-ExupÃ©ry,",[]
i never travel without my diary. one should always have something sensational to read in the train.,"Oscar Wilde,",[]
the future belongs to those who believe in the beauty of their dreams.,Eleanor Roosevelt,[]
you cannot swim for new horizons until you have courage to lose sight of the shore.,William Faulkner,[]
"and, in the endthe love you takeis equal to the love you make.","Paul McCartney,",[]
live the life of your dreams: be brave enough to live the life of your dreams according to your vision and purpose instead of the expectations and opinions of others.,"Roy T. Bennett,",[]
"there are three things all wise men fear: the sea in storm, a night with no moon, and the anger of a gentle man.","Patrick Rothfuss,",[]
no book is really worth reading at the age of ten which is not equally â€“ and often far more â€“ worth reading at the age of fifty and beyond.,C.S. Lewis,[]
"why do you go away? so that you can come back. so that you can see the place you came from with new eyes and extra colors. and the people there see you differently, too. coming back to where you started is not the same as never leaving.","Terry Pratchett,",[]
"it was love at first sight, at last sight, at ever and ever sight.","Vladimir Nabokov,",[]
"resist much, obey little.","Walt Whitman,",[]
"loyalty to country always. loyalty to government, when it deserves it.",Mark Twain,[]
"i like living. i have sometimes been wildly, despairingly, acutely miserable, racked with sorrow; but through it all i still know quite certainly that just to be alive is a grand thing.",Agatha Christie,[]
"if you love somebody, let them go, for if they return, they were always yours. if they don't, they never were.",Kahlil Gibran,[]
my tastes are simple: i am easily satisfied with the best.,Winston S. Churchill,[]
i don't want to die without any scars.,"Chuck Palahniuk,",[]
"believe in yourself. you are braver than you think, more talented than you know, and capable of more than you imagine.","Roy T. Bennett,",[]
"truth is stranger than fiction, but it is because fiction is obliged to stick to possibilities; truth isn't.","Mark Twain,",[]
"if music be the food of love, play on,give me excess of it; that surfeiting,the appetite may sicken, and so die.","William Shakespeare,",[]
"show me a hero, and i'll write you a tragedy.",F. Scott Fitzgerald,[]
"it's a dangerous business, frodo, going out your door. you step onto the road, and if you don't keep your feet, there's no knowing where you might be swept off to.","J.R.R. Tolkien,",[]
"i do not fear death. i had been dead for billions and billions of years before i was born, and had not suffered the slightest inconvenience from it.",Mark Twain,[]
angry people are not always wise.,"Jane Austen,",[]
"by three methods we may learn wisdom: first, by reflection, which is noblest; second, by imitation, which is easiest; and third by experience, which is the bitterest.",Confucious,[]
"i am not sure exactly what heaven will be like, but i know that when we die and it comes time for god to judge us, he will not ask, 'how many good things have you done in your life?' rather he will ask, 'how much love did you put into what you did?",Mother Teresa,[]
to be a christian means to forgive the inexcusable because god has forgiven the inexcusable in you.,C.S. Lewis,[]
"in the case of good books, the point is not to see how many of them you can get through, but rather how many can get through to you.",Mortimer J. Adler,[]
"she is too fond of books, and it has turned her brain.","Louisa May Alcott,",[]
"you haven't got a letter on yours,"" george observed. ""i suppose she thinks you don't forget your name. but we're not stupid-we know we're called gred and forge.","J.K. Rowling,",[]
"will looked horrified. ""what kind of monster could possibly hate chocolate?","Cassandra Clare,",[]
no medicine cures what happiness cannot.,Gabriel GarcÃ­a MÃ¡rquez,[]
"it's a metaphor, see: you put the killing thing right between your teeth, but you don't give it the power to do its killing.","John Green,",[]
"i am a badass, and i recognize that you, too, are a badass.",Cassandra Clare,[]
"donâ€™t waste your time in anger, regrets, worries, and grudges. life is too short to be unhappy.",Roy T. Bennett,[]
fiction is the truth inside the lie.,Stephen King,[]
"the town was paper, but the memories were not.","John Green,",[]
my nightmares are usually about losing you. i'm okay once i realize you're here.,"Suzanne Collins,",[]
"and now these three remain: faith, hope and love. but the greatest of these is love.","Anonymous,",[]
don't tell me the moon is shining; show me the glint of light on broken glass.,Anton Chekhov,[]
the road to hell is paved with adverbs.,"Stephen King,",[]
"itâ€™s only after youâ€™ve stepped outside your comfort zone that you begin to change, grow, and transform.",Roy T. Bennett,[]
"wow,"" thalia muttered. ""apollo is hot."" ""he's the sun god,"" i said.""that's not what i meant.","Rick Riordan,",[]
"when he shall die,take him and cut him out in little stars,and he will make the face of heaven so finethat all the world will be in love with nightand pay no worship to the garish sun.","William Shakespeare,",[]
"love is a fire. but whether it is going to warm your hearth or burn down your house, you can never tell.",Joan Crawford,[]
fear doesn't shut you down; it wakes you up,"Veronica Roth,",[]
"why do people have to be this lonely? what's the point of it all? millions of people in this world, all of them yearning, looking to others to satisfy them, yet isolating themselves. why? was the earth put here just to nourish human loneliness?","Haruki Murakami,",[]
"love conquers all,"" aphrodite promised. ""look at helen and paris. did they let anything come between them?""""didn't they start the trojan war and get thousands of people killed?""""pfft. that's not the point. follow your heart.","Rick Riordan,",[]
you do not write your life with words...you write it with actions. what you think is not important. it is only important what you do.,"Patrick Ness,",[]
maybe 'okay' will be our 'always,"John Green,",[]
freedom is not worth having if it does not include the freedom to make mistakes.,Mahatma Gandhi,[]
life's under no obligation to give us what we expect.,Margaret Mitchell,[]
"it's strange because sometimes, i read a book, and i think i am the people in the book.","Stephen Chbosky,",[]
"happiness is having a large, loving, caring, close-knit family in another city.",George Burns,[]
"more smiling, less worrying. more compassion, less judgment. more blessed, less stressed. more love, less hate.","Roy T. Bennett,",[]
nobody can hurt me without my permission.,Mahatma Gandhi,[]
don't judge each day by the harvest you reap but by the seeds that you plant.,Robert Louis Stevenson,[]
"fire is catching! and if we burn, you burn with us!","Suzanne Collins,",[]
"but i know, somehow, that only when it is dark enough can you see the stars.","Martin Luther King, Jr.",[]
"you are the answer to every prayer i've offered. you are a song, a dream, a whisper, and i don't know how i could have lived without you for as long as i have.","Nicholas Sparks,",[]
i was never really insane except upon occasions when my heart was touched.,Edgar Allan Poe,[]
"sometimes crying or laughing are the only options left, and laughing feels better right now.","Veronica Roth,",[]
what you seek is seeking you.,Mawlana Jalal-al-Din Rumi,[]
it's not denial. i'm just selective about the reality i accept.,Bill Watterson,[]
the best and most beautiful things in the world cannot be seen or even touched. they must be felt with the heart,Helen Keller,[]
you probably wouldnâ€™t worry about what people think of you if you could know how seldom they do.,Olin Miller,[]
wrinkles should merely indicate where the smiles have been.,Mark Twain,[]
"if pain must come, may it come quickly. because i have a life to live, and i need to live it in the best way possible. if he has to make a choice, may he make it now. then i will either wait for him or forget him.","Paulo Coelho,",[]
"yesterday i was clever, so i wanted to change the world. today i am wise, so i am changing myself.",Rumi,[]
"words are, of course, the most powerful drug used by mankind.",Rudyard Kipling,[]
the truth does not change according to our ability to stomach it.,Flannery O'Connor,[]
the worst part of holding the memories is not the pain. it's the loneliness of it. memories need to be shared.,"Lois Lowry,",[]
"the past is a place of reference, not a place of residence; the past is a place of learning, not a place of living.","Roy T. Bennett,",[]
"what i say is, a town isnâ€™t a town without a bookstore. it may call itself a town, but unless itâ€™s got a bookstore, it knows itâ€™s not foolinâ€™ a soul.","Neil Gaiman,",[]
books are the mirrors of the soul.,"Virginia Woolf,",[]
be careful of love. it'll twist your brain around and leave you thinking up is down and right is wrong.,"Rick Riordan,",[]
"if you look for perfection, you'll never be content.","Leo Tolstoy,",[]
"i can feel peeta press his forehead into my temple and he asks, 'so now that you've got me, what are you going to do with me?' i turn into him. 'put you somewhere you can't get hurt.","Suzanne Collins,",[]
"i've got a stele we can use. who wants to do me?""""a regrettable choice of words,"" muttered magnus.","Cassandra Clare,",[]
"it kills me sometimes, how people die.","Markus Zusak,",[]
"blessed is he who expects nothing, for he shall never be disappointed.",Alexander Pope,[]
there is nothing in the world so irresistibly contagious as laughter and good humor.,"Charles Dickens,",[]
none but ourselves can free our minds.,Bob Marley,[]
"i did then what i knew how to do. now that i know better, i do better.",Maya Angelou,[]
unbeing dead isn't being alive.,E. E. Cummings,[]
"nobody likes being alone that much. i don't go out of my way to make friends, that's all. it just leads to disappointment.","Haruki Murakami,",[]
never say goodbye because goodbye means going away and going away means forgetting.,"J.M. Barrie,",[]
"friendship is the hardest thing in the world to explain. it's not something you learn in school. but if you haven't learned the meaning of friendship, you really haven't learned anything.",Muhammad Ali,[]
music was my refuge. i could crawl into the space between the notes and curl my back to loneliness.,Maya Angelou,[]
"don't talk to me.""""why not?""""because i want to fix that in my memory for ever. draco malfoy, the amazing bouncing ferret...","J.K. Rowling,",[]
fear cuts deeper than swords.,"George R.R. Martin,",[]
"death must be so beautiful. to lie in the soft brown earth, with the grasses waving above one's head, and listen to silence. to have no yesterday, and no tomorrow. to forget time, to forgive life, to be at peace.","Oscar Wilde,",[]
"why, sometimes i've believed as many as six impossible things before breakfast.","Lewis Carroll,",[]
people haven't always been there for me but music always has.,Taylor Swift,[]
"life should not be a journey to the grave with the intention of arriving safely in a pretty and well preserved body, but rather to skid in broadside in a cloud of smoke, thoroughly used up, totally worn out, and loudly proclaiming ""wow! what a ride!","Hunter S. Thompson,",[]
"you cannot control the behavior of others, but you can always choose how you respond to it.","Roy T. Bennett,",[]
war is what happens when language fails.,Margaret Atwood,[]
i will not say: do not weep; for not all tears are an evil.,"J.R.R. Tolkien,",[]
let no man pull you so low as to hate him.,"Martin Luther King Jr.,",[]
"you know, minister, i disagree with dumbledore on many counts...but you cannot deny he's got style...","J.K. Rowling,",[]
to go wrong in one's own way is better than to go right in someone else's.,"Fyodor Dostoevsky,",[]
"it is good to love many things, for therein lies the true strength, and whosoever loves much performs much, and can accomplish much, and what is done in love is well done.",Vincent Van Gogh,[]
the world as we have created it is a process of our thinking. it cannot be changed without changing our thinking.,Albert Einstein,[]
"he must have known i'd want to leave you.""""no, he must have known you would always want to come back.","J.K. Rowling,",[]
"you can spend minutes, hours, days, weeks, or even months over-analyzing a situation; trying to put the pieces together, justifying what could've, would've happened... or you can just leave the pieces on the floor and move the fuck on.",Tupac Shakur,[]
"let us step into the night and pursue that flighty temptress, adventure.","J.K. Rowling,",[]
let us be grateful to the people who make us happy; they are the charming gardeners who make our souls blossom.,Marcel Proust,[]
all grown-ups were once children... but only few of them remember it.,"Antoine de Saint-ExupÃ©ry,",[]
"one of the silent brothers is here to see you. hodge sent me to wake you up. actually he offered to wake you himself, but since it's 5 a.m., i figured you'd be less cranky if you had something nice to look at.""""meaning you?""""what else?","Cassandra Clare,",[]
"it's all right to love someone who doesn't love you back, as long as they're worth you loving them. as long as they deserve it.","Cassandra Clare,",[]
god has no religion.,Mahatma Gandhi,[]
i don't want to repeat my innocence. i want the pleasure of losing it again.,"F. Scott Fitzgerald,",[]
"love does not begin and end the way we seem to think it does. love is a battle, love is a war; love is a growing up.",James A. Baldwin,[]
"the truth is, unless you let go, unless you forgive yourself, unless you forgive the situation, unless you realize that the situation is over, you cannot move forward.","Steve Maraboli,",[]
trust yourself. you know more than you think you do.,Benjamin Spock,[]
it is amazing how complete is the delusion that beauty is goodness.,"Leo Tolstoy,",[]
"do what is right, not what is easy nor what is popular.","Roy T. Bennett,",[]
"each friend represents a world in us, a world possibly not born until they arrive, and it is only by this meeting that a new world is born.","Anais Nin,",[]
"without deviation from the norm, progress is not possible.",Frank Zappa,[]
"clouds come floating into my life, no longer to carry rain or usher storm, but to add color to my sunset sky.","Rabindranath Tagore,",[]
"books are the plane, and the train, and the road. they are the destination, and the journey. they are home.","Anna Quindlen,",[]
"sometimes our light goes out, but is blown again into instant flame by an encounter with another human being.",Albert Schweitzer,[]
life has no meaning. each of us has meaning and we bring it to life. it is a waste to be asking the question when you are the answer.,Joseph Campbell,[]
fear of a name increases fear of the thing itself.,"J.K. rowling,",[]
how many slams in an old screen door? depends how loud you shut it. how many slices in a bread? depends how thin you cut it. how much good inside a day? depends how good you live 'em. how much love inside a friend? depends how much you give 'em.,Shel Silverstein,[]
it is better to fail in originality than to succeed in imitation.,Herman Melville,[]
"when life gives you lemons, squirt someone in the eye.",Cathy Guiswite,[]
"that's the problem with drinking, i thought, as i poured myself a drink. if something bad happens you drink in an attempt to forget; if something good happens you drink in order to celebrate; and if nothing happens you drink to make something happen.","Charles Bukowski,",[]
"if you want to be happy, do not dwell in the past, do not worry about the future, focus on living fully in the present.","Roy T. Bennett,",[]
when love is not madness it is not love.,Pedro Calderon de la Barca,[]
"i think... if it is true that there are as many minds as there are heads, then there are as many kinds of love as there are hearts.","Leo Tolstoy,",[]
"once you can accept the universe as matter expanding into nothing that is something, wearing stripes with plaid comes easy.",Einstein,[]
"why are they all staring?"" demanded albus as he and rose craned around to look at the other students.""donâ€™t let it worry you,"" said ron. ""itâ€™s me. iâ€™m extremely famous.","J.K. Rowling,",[]
"i cannot remember the books i've read any more than the meals i have eaten; even so, they have made me.",Ralph Waldo Emerson,[]
"people say nothing is impossible, but i do nothing every day.","A.A. Milne,",[]
